Sample in Buffer,Sample in Window,TRIGGER,protpg_inst/data_in[23:0],protpg_inst/hsv_h[8:0],protpg_inst/hsv_s[7:0],protpg_inst/hsv_v[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,UNSIGNED,UNSIGNED
8856,8856,0,888498,250,36,155
8857,8857,0,888498,250,36,155
8858,8858,0,888498,250,36,155
8859,8859,0,888498,250,36,155
8860,8860,0,888498,250,36,155
8861,8861,0,888498,250,36,155
8862,8862,0,888498,250,36,155
8863,8863,0,888498,250,36,155
8864,8864,0,888498,250,36,155
8865,8865,0,888498,250,36,155
8866,8866,0,888498,250,36,155
8867,8867,0,888498,250,36,155
8868,8868,0,888498,250,36,155
8869,8869,0,888498,250,36,155
8870,8870,0,888498,250,36,155
8871,8871,0,888498,250,36,155
8872,8872,0,888498,250,36,155
8873,8873,0,888498,250,36,155
8874,8874,0,888498,250,36,155
8875,8875,0,888498,250,36,155
8876,8876,0,888498,250,36,155
8877,8877,0,888498,250,36,155
8878,8878,0,888498,250,36,155
8879,8879,0,888498,250,36,155
8880,8880,0,888498,250,36,155
8881,8881,0,888498,250,36,155
8882,8882,0,888498,250,36,155
8883,8883,0,888498,250,36,155
8884,8884,0,888498,250,36,155
8885,8885,0,888498,250,36,155
8886,8886,0,888498,250,36,155
8887,8887,0,888498,250,36,155
8888,8888,0,888498,250,36,155
8889,8889,0,888498,250,36,155
8890,8890,0,888498,250,36,155
8891,8891,0,888498,250,36,155
8892,8892,0,888498,250,36,155
8893,8893,0,888498,250,36,155
8894,8894,0,888498,250,36,155
8895,8895,0,888498,250,36,155
8896,8896,0,888498,250,36,155
8897,8897,0,888498,250,36,155
8898,8898,0,888498,250,36,155
8899,8899,0,888498,250,36,155
8900,8900,0,888498,250,36,155
8901,8901,0,888498,250,36,155
8902,8902,0,888498,250,36,155
8903,8903,0,888498,250,36,155
8904,8904,0,888498,250,36,155
8905,8905,0,888498,250,36,155
8906,8906,0,888498,250,36,155
8907,8907,0,888498,250,36,155
8908,8908,0,888498,250,36,155
8909,8909,0,888498,250,36,155
8910,8910,0,888498,250,36,155
8911,8911,0,888498,250,36,155
8912,8912,0,888498,250,36,155
8913,8913,0,888498,250,36,155
8914,8914,0,888498,250,36,155
8915,8915,0,888498,250,36,155
8916,8916,0,888498,250,36,155
8917,8917,0,888498,250,36,155
8918,8918,0,888498,250,36,155
8919,8919,0,888498,250,36,155
8920,8920,0,888498,250,36,155
8921,8921,0,888498,250,36,155
8922,8922,0,888498,250,36,155
8923,8923,0,888498,250,36,155
8924,8924,0,888498,250,36,155
8925,8925,0,888498,250,36,155
8926,8926,0,888498,250,36,155
8927,8927,0,888498,250,36,155
8928,8928,0,888498,250,36,155
8929,8929,0,888498,250,36,155
8930,8930,0,888498,250,36,155
8931,8931,0,888498,250,36,155
8932,8932,0,888498,250,36,155
8933,8933,0,888498,250,36,155
8934,8934,0,888498,250,36,155
8935,8935,0,888498,250,36,155
8936,8936,0,888498,250,36,155
8937,8937,0,888498,250,36,155
8938,8938,0,888498,250,36,155
8939,8939,0,888498,250,36,155
8940,8940,0,888498,250,36,155
8941,8941,0,888498,250,36,155
8942,8942,0,888498,250,36,155
8943,8943,0,888498,250,36,155
8944,8944,0,888498,250,36,155
8945,8945,0,888498,250,36,155
8946,8946,0,888498,250,36,155
8947,8947,0,888498,250,36,155
8948,8948,0,888498,250,36,155
8949,8949,0,888498,250,36,155
8950,8950,0,888498,250,36,155
8951,8951,0,888498,250,36,155
8952,8952,0,888498,250,36,155
8953,8953,0,888498,250,36,155
8954,8954,0,888498,250,36,155
8955,8955,0,888498,250,36,155
8956,8956,0,888498,250,36,155
8957,8957,0,888498,250,36,155
8958,8958,0,888498,250,36,155
8959,8959,0,888498,250,36,155
8960,8960,0,888498,250,36,155
8961,8961,0,888498,250,36,155
8962,8962,0,888498,250,36,155
8963,8963,0,888498,250,36,155
8964,8964,0,888498,250,36,155
8965,8965,0,888498,250,36,155
8966,8966,0,888498,250,36,155
8967,8967,0,888498,250,36,155
8968,8968,0,888498,250,36,155
8969,8969,0,888498,250,36,155
8970,8970,0,888498,250,36,155
8971,8971,0,888498,250,36,155
8972,8972,0,888498,250,36,155
8973,8973,0,888498,250,36,155
8974,8974,0,888498,250,36,155
8975,8975,0,888498,250,36,155
8976,8976,0,888498,250,36,155
8977,8977,0,888498,250,36,155
8978,8978,0,888498,250,36,155
8979,8979,0,888498,250,36,155
8980,8980,0,888498,250,36,155
8981,8981,0,888498,250,36,155
8982,8982,0,888498,250,36,155
8983,8983,0,888498,250,36,155
8984,8984,0,888498,250,36,155
8985,8985,0,888498,250,36,155
8986,8986,0,888498,250,36,155
8987,8987,0,888498,250,36,155
8988,8988,0,888498,250,36,155
8989,8989,0,888498,250,36,155
8990,8990,0,888498,250,36,155
8991,8991,0,888498,250,36,155
8992,8992,0,888498,250,36,155
8993,8993,0,888498,250,36,155
8994,8994,0,888498,250,36,155
8995,8995,0,888498,250,36,155
8996,8996,0,888498,250,36,155
8997,8997,0,888498,250,36,155
8998,8998,0,888498,250,36,155
8999,8999,0,888498,250,36,155
9000,9000,0,888498,250,36,155
9001,9001,0,888498,250,36,155
9002,9002,0,888498,250,36,155
9003,9003,0,888498,250,36,155
9004,9004,0,888498,250,36,155
9005,9005,0,888498,250,36,155
9006,9006,0,888498,250,36,155
9007,9007,0,888498,250,36,155
9008,9008,0,888498,250,36,155
9009,9009,0,888498,250,36,155
9010,9010,0,888498,250,36,155
9011,9011,0,888498,250,36,155
9012,9012,0,888498,250,36,155
9013,9013,0,888498,250,36,155
9014,9014,0,888498,250,36,155
9015,9015,0,888498,250,36,155
9016,9016,0,888498,250,36,155
9017,9017,0,888498,250,36,155
9018,9018,0,888498,250,36,155
9019,9019,0,888498,250,36,155
9020,9020,0,888498,250,36,155
9021,9021,0,888498,250,36,155
9022,9022,0,888498,250,36,155
9023,9023,0,888498,250,36,155
9024,9024,0,888498,250,36,155
9025,9025,0,888498,250,36,155
9026,9026,0,888498,250,36,155
9027,9027,0,888498,250,36,155
9028,9028,0,888498,250,36,155
9029,9029,0,888498,250,36,155
9030,9030,0,888498,250,36,155
9031,9031,0,888498,250,36,155
9032,9032,0,888498,250,36,155
9033,9033,0,888498,250,36,155
9034,9034,0,888498,250,36,155
9035,9035,0,888498,250,36,155
9036,9036,0,888498,250,36,155
9037,9037,0,888498,250,36,155
9038,9038,0,888498,250,36,155
9039,9039,0,888498,250,36,155
9040,9040,0,888498,250,36,155
9041,9041,0,888498,250,36,155
9042,9042,0,888498,250,36,155
9043,9043,0,888498,250,36,155
9044,9044,0,888498,250,36,155
9045,9045,0,888498,250,36,155
9046,9046,0,888498,250,36,155
9047,9047,0,888498,250,36,155
9048,9048,0,888498,250,36,155
9049,9049,0,888498,250,36,155
9050,9050,0,888498,250,36,155
9051,9051,0,888498,250,36,155
9052,9052,0,888498,250,36,155
9053,9053,0,888498,250,36,155
9054,9054,0,888498,250,36,155
9055,9055,0,888498,250,36,155
9056,9056,0,888498,250,36,155
9057,9057,0,888498,250,36,155
9058,9058,0,888498,250,36,155
9059,9059,0,888498,250,36,155
9060,9060,0,888498,250,36,155
9061,9061,0,888498,250,36,155
9062,9062,0,888498,250,36,155
9063,9063,0,888498,250,36,155
9064,9064,0,888498,250,36,155
9065,9065,0,888498,250,36,155
9066,9066,0,888498,250,36,155
9067,9067,0,888498,250,36,155
9068,9068,0,888498,250,36,155
9069,9069,0,888498,250,36,155
9070,9070,0,888498,250,36,155
9071,9071,0,888498,250,36,155
9072,9072,0,888498,250,36,155
9073,9073,0,888498,250,36,155
9074,9074,0,888498,250,36,155
9075,9075,0,888498,250,36,155
9076,9076,0,888498,250,36,155
9077,9077,0,888498,250,36,155
9078,9078,0,888498,250,36,155
9079,9079,0,888498,250,36,155
9080,9080,0,888498,250,36,155
9081,9081,0,888498,250,36,155
9082,9082,0,888498,250,36,155
9083,9083,0,888498,250,36,155
9084,9084,0,888498,250,36,155
9085,9085,0,888498,250,36,155
9086,9086,0,888498,250,36,155
9087,9087,0,888498,250,36,155
9088,9088,0,888498,250,36,155
9089,9089,0,888498,250,36,155
9090,9090,0,888498,250,36,155
9091,9091,0,888498,250,36,155
9092,9092,0,888498,250,36,155
9093,9093,0,888498,250,36,155
9094,9094,0,888498,250,36,155
9095,9095,0,888498,250,36,155
9096,9096,0,888498,250,36,155
9097,9097,0,888498,250,36,155
9098,9098,0,888498,250,36,155
9099,9099,0,888498,250,36,155
9100,9100,0,888498,250,36,155
9101,9101,0,888498,250,36,155
9102,9102,0,888498,250,36,155
9103,9103,0,888498,250,36,155
9104,9104,0,888498,250,36,155
9105,9105,0,888498,250,36,155
9106,9106,0,888498,250,36,155
9107,9107,0,888498,250,36,155
9108,9108,0,888498,250,36,155
9109,9109,0,888498,250,36,155
9110,9110,0,888498,250,36,155
9111,9111,0,888498,250,36,155
9112,9112,0,888498,250,36,155
9113,9113,0,888498,250,36,155
9114,9114,0,888498,250,36,155
9115,9115,0,888498,250,36,155
9116,9116,0,888498,250,36,155
9117,9117,0,888498,250,36,155
9118,9118,0,888498,250,36,155
9119,9119,0,888498,250,36,155
9120,9120,0,888498,250,36,155
9121,9121,0,888498,250,36,155
9122,9122,0,888498,250,36,155
9123,9123,0,888498,250,36,155
9124,9124,0,888498,250,36,155
9125,9125,0,888498,250,36,155
9126,9126,0,888498,250,36,155
9127,9127,0,888498,250,36,155
9128,9128,0,888498,250,36,155
9129,9129,0,888498,250,36,155
9130,9130,0,888498,250,36,155
9131,9131,0,888498,250,36,155
9132,9132,0,888498,250,36,155
9133,9133,0,888498,250,36,155
9134,9134,0,888498,250,36,155
9135,9135,0,888498,250,36,155
9136,9136,0,888498,250,36,155
9137,9137,0,888498,250,36,155
9138,9138,0,888498,250,36,155
9139,9139,0,888498,250,36,155
9140,9140,0,888498,250,36,155
9141,9141,0,888498,250,36,155
9142,9142,0,888498,250,36,155
9143,9143,0,888498,250,36,155
9144,9144,0,888498,250,36,155
9145,9145,0,888498,250,36,155
9146,9146,0,888498,250,36,155
9147,9147,0,888498,250,36,155
9148,9148,0,888498,250,36,155
9149,9149,0,888498,250,36,155
9150,9150,0,888498,250,36,155
9151,9151,0,888498,250,36,155
9152,9152,0,888498,250,36,155
9153,9153,0,888498,250,36,155
9154,9154,0,888498,250,36,155
9155,9155,0,888498,250,36,155
9156,9156,0,888498,250,36,155
9157,9157,0,888498,250,36,155
9158,9158,0,888498,250,36,155
9159,9159,0,888498,250,36,155
9160,9160,0,888498,250,36,155
9161,9161,0,888498,250,36,155
9162,9162,0,888498,250,36,155
9163,9163,0,888498,250,36,155
9164,9164,0,888498,250,36,155
9165,9165,0,888498,250,36,155
9166,9166,0,888498,250,36,155
9167,9167,0,888498,250,36,155
9168,9168,0,888498,250,36,155
9169,9169,0,888498,250,36,155
9170,9170,0,888498,250,36,155
9171,9171,0,888498,250,36,155
9172,9172,0,888498,250,36,155
9173,9173,0,888498,250,36,155
9174,9174,0,888498,250,36,155
9175,9175,0,888498,250,36,155
9176,9176,0,888498,250,36,155
9177,9177,0,888498,250,36,155
9178,9178,0,888498,250,36,155
9179,9179,0,888498,250,36,155
9180,9180,0,888498,250,36,155
9181,9181,0,888498,250,36,155
9182,9182,0,888498,250,36,155
9183,9183,0,888498,250,36,155
9184,9184,0,888498,250,36,155
9185,9185,0,888498,250,36,155
9186,9186,0,888498,250,36,155
9187,9187,0,888498,250,36,155
9188,9188,0,888498,250,36,155
9189,9189,0,888498,250,36,155
9190,9190,0,888498,250,36,155
9191,9191,0,888498,250,36,155
9192,9192,0,888498,250,36,155
9193,9193,0,888498,250,36,155
9194,9194,0,888498,250,36,155
9195,9195,0,888498,250,36,155
9196,9196,0,888498,250,36,155
9197,9197,0,888498,250,36,155
9198,9198,0,888498,250,36,155
9199,9199,0,888498,250,36,155
9200,9200,0,888498,250,36,155
9201,9201,0,888498,250,36,155
9202,9202,0,888498,250,36,155
9203,9203,0,888498,250,36,155
9204,9204,0,888498,250,36,155
9205,9205,0,888498,250,36,155
9206,9206,0,888498,250,36,155
9207,9207,0,888498,250,36,155
9208,9208,0,888498,250,36,155
9209,9209,0,888498,250,36,155
9210,9210,0,888498,250,36,155
9211,9211,0,888498,250,36,155
9212,9212,0,888498,250,36,155
9213,9213,0,888498,250,36,155
9214,9214,0,888498,250,36,155
9215,9215,0,888498,250,36,155
9216,9216,0,888498,250,36,155
9217,9217,0,888098,250,36,155
9218,9218,0,908098,250,36,155
9219,9219,0,908098,250,44,155
9220,9220,0,908498,260,44,155
9221,9221,0,908498,280,44,155
9222,9222,0,888498,280,36,155
9223,9223,0,888498,275,36,155
9224,9224,0,908498,275,36,155
9225,9225,0,908498,250,36,155
9226,9226,0,908498,250,36,155
9227,9227,0,908498,275,36,155
9228,9228,0,888498,275,36,155
9229,9229,0,888098,275,36,155
9230,9230,0,888490,275,36,155
9231,9231,0,888490,250,44,155
9232,9232,0,888090,260,22,155
9233,9233,0,908098,258,22,146
9234,9234,0,888490,258,31,146
9235,9235,0,888490,270,44,146
9236,9236,0,808890,280,22,155
9237,9237,0,808890,258,22,146
9238,9238,0,808890,258,31,146
9239,9239,0,808890,207,31,146
9240,9240,0,888490,207,31,146
9241,9241,0,888490,207,31,146
9242,9242,0,908098,207,22,146
9243,9243,0,888090,258,22,146
9244,9244,0,888090,258,44,146
9245,9245,0,888090,280,31,155
9246,9246,0,888490,270,31,146
9247,9247,0,888490,270,31,146
9248,9248,0,888490,270,22,146
9249,9249,0,888090,258,22,146
9250,9250,0,888090,258,22,146
9251,9251,0,888088,258,31,146
9252,9252,0,888088,270,31,146
9253,9253,0,888490,270,16,146
9254,9254,0,888490,300,16,137
9255,9255,0,888490,300,22,137
9256,9256,0,888090,258,22,146
9257,9257,0,888090,258,22,146
9258,9258,0,887c90,258,31,146
9259,9259,0,887c90,270,31,146
9260,9260,0,888090,270,33,146
9261,9261,0,888090,271,33,146
9262,9262,0,888090,271,31,146
9263,9263,0,888090,270,31,146
9264,9264,0,808090,270,31,146
9265,9265,0,808090,270,31,146
9266,9266,0,808088,270,31,146
9267,9267,0,808090,240,31,146
9268,9268,0,888088,240,16,146
9269,9269,0,888088,240,31,137
9270,9270,0,888088,240,16,146
9271,9271,0,888088,300,16,137
9272,9272,0,808088,300,16,137
9273,9273,0,888088,300,16,137
9274,9274,0,888090,300,16,137
9275,9275,0,888090,240,16,137
9276,9276,0,888090,300,31,137
9277,9277,0,888090,270,31,146
9278,9278,0,908090,270,31,146
9279,9279,0,888090,270,31,146
9280,9280,0,908090,270,31,146
9281,9281,0,908090,300,31,146
9282,9282,0,888088,270,31,146
9283,9283,0,888488,300,31,146
9284,9284,0,888890,300,16,146
9285,9285,0,908890,300,7,137
9286,9286,0,908c90,300,15,137
9287,9287,0,909090,234,14,146
9288,9288,0,888088,300,5,146
9289,9289,0,807c88,300,3,146
9290,9290,0,787078,300,16,146
9291,9291,0,787078,300,18,137
9292,9292,0,787070,246,30,137
9293,9293,0,706c70,300,30,127
9294,9294,0,686c70,300,30,127
9295,9295,0,686870,336,15,127
9296,9296,0,686468,300,19,118
9297,9297,0,686870,227,26,118
9298,9298,0,706868,255,18,118
9299,9299,0,706c70,300,26,109
9300,9300,0,706c70,255,26,118
9301,9301,0,707070,345,15,118
9302,9302,0,707070,300,15,118
9303,9303,0,707078,300,13,118
9304,9304,0,787878,300,13,118
9305,9305,0,787878,300,30,118
9306,9306,0,807878,264,10,127
9307,9307,0,888080,300,10,127
9308,9308,0,808088,300,12,127
9309,9309,0,808488,310,16,128
9310,9310,0,808488,360,16,137
9311,9311,0,808488,240,16,137
9312,9312,0,888488,207,16,137
9313,9313,0,888488,207,16,137
9314,9314,0,808088,207,7,137
9315,9315,0,808488,300,7,137
9316,9316,0,808088,300,16,137
9317,9317,0,808490,240,16,137
9318,9318,0,808490,207,16,137
9319,9319,0,808088,240,31,137
9320,9320,0,888088,224,31,146
9321,9321,0,888088,224,16,146
9322,9322,0,888088,240,16,137
9323,9323,0,888088,300,16,137
9324,9324,0,888088,300,16,137
9325,9325,0,808088,300,16,137
9326,9326,0,808088,300,16,137
9327,9327,0,808088,300,16,137
9328,9328,0,888088,240,16,137
9329,9329,0,888088,240,16,137
9330,9330,0,888088,240,16,137
9331,9331,0,888088,300,16,137
9332,9332,0,888088,300,16,137
9333,9333,0,888088,300,16,137
9334,9334,0,807c90,300,16,137
9335,9335,0,807c90,300,16,137
9336,9336,0,808088,300,33,137
9337,9337,0,808088,243,33,146
9338,9338,0,888088,243,16,146
9339,9339,0,888088,240,16,137
9340,9340,0,808088,240,16,137
9341,9341,0,808088,300,16,137
9342,9342,0,808088,300,16,137
9343,9343,0,808088,240,16,137
9344,9344,0,808088,240,16,137
9345,9345,0,808088,240,16,137
9346,9346,0,888088,240,16,137
9347,9347,0,888088,240,16,137
9348,9348,0,888088,240,16,137
9349,9349,0,887c88,300,16,137
9350,9350,0,887c88,300,16,137
9351,9351,0,887c88,300,18,137
9352,9352,0,807c88,300,18,137
9353,9353,0,807c88,300,18,137
9354,9354,0,807c88,300,18,137
9355,9355,0,807c88,246,18,137
9356,9356,0,808088,246,18,137
9357,9357,0,888088,246,18,137
9358,9358,0,808088,246,16,137
9359,9359,0,808080,240,16,137
9360,9360,0,808080,300,16,137
9361,9361,0,808080,240,0,137
9362,9362,0,888080,0,0,128
9363,9363,0,888080,0,0,128
9364,9364,0,807c88,0,16,128
9365,9365,0,808088,360,16,137
9366,9366,0,808088,360,18,137
9367,9367,0,808088,246,16,137
9368,9368,0,888088,240,16,137
9369,9369,0,888080,240,16,137
9370,9370,0,888080,240,16,137
9371,9371,0,888080,300,16,137
9372,9372,0,808080,360,16,137
9373,9373,0,808080,360,16,137
9374,9374,0,808080,360,0,137
9375,9375,0,808080,0,0,128
9376,9376,0,808080,0,0,128
9377,9377,0,808080,0,0,128
9378,9378,0,808080,0,0,128
9379,9379,0,807c80,0,0,128
9380,9380,0,807c80,0,0,128
9381,9381,0,807c80,0,2,128
9382,9382,0,808088,300,2,128
9383,9383,0,808088,300,2,128
9384,9384,0,808088,300,16,128
9385,9385,0,808088,240,16,137
9386,9386,0,808080,240,16,137
9387,9387,0,808080,240,16,137
9388,9388,0,808080,240,0,137
9389,9389,0,807c80,0,0,128
9390,9390,0,807c80,0,0,128
9391,9391,0,807c80,0,2,128
9392,9392,0,808080,300,2,128
9393,9393,0,888080,300,2,128
9394,9394,0,808080,300,0,128
9395,9395,0,808080,0,16,128
9396,9396,0,887c80,360,0,137
9397,9397,0,887c80,0,0,128
9398,9398,0,807c80,0,18,128
9399,9399,0,807c80,354,18,137
9400,9400,0,807c80,354,2,137
9401,9401,0,807c80,300,2,128
9402,9402,0,807c80,300,2,128
9403,9403,0,807c80,300,2,128
9404,9404,0,808080,300,2,128
9405,9405,0,808080,300,2,128
9406,9406,0,808080,300,0,128
9407,9407,0,807c80,0,0,128
9408,9408,0,807c80,0,0,128
9409,9409,0,807c80,0,2,128
9410,9410,0,807c80,300,2,128
9411,9411,0,807c80,300,2,128
9412,9412,0,808080,300,2,128
9413,9413,0,808080,300,2,128
9414,9414,0,808080,300,0,128
9415,9415,0,808080,0,0,128
9416,9416,0,808080,0,0,128
9417,9417,0,808080,0,0,128
9418,9418,0,807c80,0,0,128
9419,9419,0,807c80,0,0,128
9420,9420,0,888080,0,2,128
9421,9421,0,887c80,300,2,128
9422,9422,0,807c80,300,16,128
9423,9423,0,807c80,360,18,137
9424,9424,0,808080,354,2,137
9425,9425,0,808080,300,2,128
9426,9426,0,807c80,300,0,128
9427,9427,0,807c80,0,0,128
9428,9428,0,808080,0,2,128
9429,9429,0,808080,300,2,128
9430,9430,0,788078,300,0,128
9431,9431,0,788078,0,0,128
9432,9432,0,787c78,0,2,128
9433,9433,0,787c78,120,2,128
9434,9434,0,787c78,120,0,128
9435,9435,0,808080,0,0,127
9436,9436,0,808078,0,0,127
9437,9437,0,808078,0,0,127
9438,9438,0,887c78,0,2,128
9439,9439,0,807878,60,2,128
9440,9440,0,807c78,60,18,128
9441,9441,0,807c78,360,12,137
9442,9442,0,808078,310,2,128
9443,9443,0,808078,360,2,128
9444,9444,0,788078,360,2,128
9445,9445,0,788078,60,2,128
9446,9446,0,787c78,60,2,128
9447,9447,0,787c78,120,2,128
9448,9448,0,807c78,120,0,128
9449,9449,0,807c78,0,0,127
9450,9450,0,807c78,0,2,127
9451,9451,0,807c78,360,2,128
9452,9452,0,807c78,360,2,128
9453,9453,0,807c78,360,2,128
9454,9454,0,807c78,360,2,128
9455,9455,0,807c78,360,2,128
9456,9456,0,788078,360,2,128
9457,9457,0,787c78,360,2,128
9458,9458,0,787c78,360,2,128
9459,9459,0,787c78,120,0,128
9460,9460,0,787c78,0,0,127
9461,9461,0,787c78,0,0,127
9462,9462,0,787c78,0,0,127
9463,9463,0,787c78,0,0,127
9464,9464,0,787c78,0,0,127
9465,9465,0,787c78,0,0,127
9466,9466,0,807c78,0,0,127
9467,9467,0,807c78,0,0,127
9468,9468,0,807878,0,2,127
9469,9469,0,807878,360,2,128
9470,9470,0,787c78,360,12,128
9471,9471,0,787c78,310,12,128
9472,9472,0,787c78,310,0,128
9473,9473,0,787c78,0,0,127
9474,9474,0,787c78,0,0,127
9475,9475,0,807c78,0,0,127
9476,9476,0,807c78,0,0,127
9477,9477,0,807878,0,2,127
9478,9478,0,807878,360,2,128
9479,9479,0,807878,360,12,128
9480,9480,0,807c78,310,12,128
9481,9481,0,807c78,310,12,128
9482,9482,0,788070,310,2,128
9483,9483,0,788078,360,2,128
9484,9484,0,788070,360,20,128
9485,9485,0,787c70,66,2,128
9486,9486,0,787c78,120,20,128
9487,9487,0,787c70,66,18,128
9488,9488,0,787878,60,0,127
9489,9489,0,787878,0,18,127
9490,9490,0,787c70,60,10,127
9491,9491,0,787c78,300,10,127
9492,9492,0,707c78,300,18,127
9493,9493,0,707c78,60,0,127
9494,9494,0,707c78,0,18,127
9495,9495,0,707c78,180,18,127
9496,9496,0,787c70,180,18,127
9497,9497,0,787c70,180,18,127
9498,9498,0,787c78,180,18,127
9499,9499,0,787c78,60,18,127
9500,9500,0,807c78,60,0,127
9501,9501,0,787870,0,0,127
9502,9502,0,787878,0,2,127
9503,9503,0,787878,360,18,128
9504,9504,0,787878,26,10,127
9505,9505,0,787c78,300,10,127
9506,9506,0,787878,300,10,127
9507,9507,0,787878,300,0,127
9508,9508,0,787c70,0,10,127
9509,9509,0,787c70,300,10,127
9510,9510,0,787c70,300,18,127
9511,9511,0,787c70,60,18,127
9512,9512,0,787870,60,18,127
9513,9513,0,787870,60,18,127
9514,9514,0,787870,60,18,127
9515,9515,0,787870,26,18,127
9516,9516,0,707c70,26,18,127
9517,9517,0,707c70,26,18,127
9518,9518,0,787c70,26,18,127
9519,9519,0,787c70,120,18,127
9520,9520,0,787c70,120,18,127
9521,9521,0,787c70,60,18,127
9522,9522,0,708070,60,18,127
9523,9523,0,707c70,60,18,127
9524,9524,0,787c70,60,20,127
9525,9525,0,787c70,120,18,128
9526,9526,0,787870,120,18,127
9527,9527,0,787870,60,18,127
9528,9528,0,707870,60,18,127
9529,9529,0,707870,26,18,127
9530,9530,0,707870,26,8,127
9531,9531,0,707c70,120,8,122
9532,9532,0,707c70,120,8,122
9533,9533,0,707c70,120,18,122
9534,9534,0,707c70,120,18,127
9535,9535,0,707c70,120,18,127
9536,9536,0,707c70,120,18,127
9537,9537,0,707c70,120,18,127
9538,9538,0,707c70,120,18,127
9539,9539,0,707c70,120,18,127
9540,9540,0,707c70,120,18,127
9541,9541,0,707c70,120,18,127
9542,9542,0,787870,120,18,127
9543,9543,0,787c70,120,18,127
9544,9544,0,787c70,120,18,127
9545,9545,0,787870,26,18,127
9546,9546,0,787870,60,18,127
9547,9547,0,787870,60,18,127
9548,9548,0,787870,26,18,127
9549,9549,0,787c70,26,18,127
9550,9550,0,787c70,26,18,127
9551,9551,0,787870,26,18,127
9552,9552,0,787870,60,18,127
9553,9553,0,787870,60,18,127
9554,9554,0,707870,26,18,127
9555,9555,0,707870,26,18,127
9556,9556,0,707870,26,8,127
9557,9557,0,707870,120,8,122
9558,9558,0,707c70,120,8,122
9559,9559,0,707870,120,8,122
9560,9560,0,707870,120,18,122
9561,9561,0,707868,120,8,127
9562,9562,0,707c68,120,8,122
9563,9563,0,707c68,120,27,122
9564,9564,0,707c68,79,36,122
9565,9565,0,707c68,90,36,127
9566,9566,0,687c68,90,36,127
9567,9567,0,687c68,90,36,127
9568,9568,0,687c68,90,36,127
9569,9569,0,687c68,120,36,127
9570,9570,0,687868,120,36,127
9571,9571,0,687870,120,36,127
9572,9572,0,707870,120,27,127
9573,9573,0,707870,120,27,122
9574,9574,0,707870,161,8,122
9575,9575,0,707870,120,8,122
9576,9576,0,707868,120,8,122
9577,9577,0,707868,120,8,122
9578,9578,0,707c68,120,27,122
9579,9579,0,707c70,79,27,122
9580,9580,0,707870,79,36,122
9581,9581,0,707870,90,18,127
9582,9582,0,707870,120,8,127
9583,9583,0,707870,120,8,122
9584,9584,0,707870,120,8,122
9585,9585,0,707870,120,8,122
9586,9586,0,707870,120,8,122
9587,9587,0,687868,120,8,122
9588,9588,0,687868,120,8,122
9589,9589,0,687868,120,27,122
9590,9590,0,687868,120,27,122
9591,9591,0,687c68,120,27,122
9592,9592,0,707868,120,27,122
