Sample in Buffer,Sample in Window,TRIGGER,protpg_inst/data_in[23:0],protpg_inst/hsv_h[8:0],protpg_inst/hsv_s[7:0],protpg_inst/hsv_v[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,UNSIGNED,UNSIGNED,UNSIGNED
8061,8061,0,687460,69,27,112
8062,8062,0,687460,75,37,112
8063,8063,0,687860,89,37,117
8064,8064,0,687460,89,37,117
8065,8065,0,687460,89,46,117
8066,8066,0,687460,96,37,122
8067,8067,0,687460,89,37,117
8068,8068,0,687460,89,37,117
8069,8069,0,687460,89,37,117
8070,8070,0,607460,89,37,117
8071,8071,0,607460,89,37,117
8072,8072,0,607460,89,37,117
8073,8073,0,607460,120,37,117
8074,8074,0,687460,120,37,117
8075,8075,0,687460,120,37,117
8076,8076,0,687860,120,37,117
8077,8077,0,687860,89,37,117
8078,8078,0,687860,89,46,117
8079,8079,0,687860,96,46,122
8080,8080,0,687860,96,46,122
8081,8081,0,687860,96,46,122
8082,8082,0,687860,96,46,122
8083,8083,0,687860,96,46,122
8084,8084,0,687860,96,46,122
8085,8085,0,687460,96,46,122
8086,8086,0,687460,96,46,122
8087,8087,0,687460,96,37,122
8088,8088,0,607460,89,37,117
8089,8089,0,607460,89,37,117
8090,8090,0,607460,89,37,117
8091,8091,0,607460,120,37,117
8092,8092,0,607460,120,37,117
8093,8093,0,607460,120,37,117
8094,8094,0,607460,120,37,117
8095,8095,0,607460,120,37,117
8096,8096,0,687460,120,37,117
8097,8097,0,687460,120,37,117
8098,8098,0,687860,120,37,117
8099,8099,0,687860,89,37,117
8100,8100,0,687860,89,46,117
8101,8101,0,687860,96,46,122
8102,8102,0,687460,96,46,122
8103,8103,0,687460,96,46,122
8104,8104,0,687460,96,37,122
8105,8105,0,687460,89,37,117
8106,8106,0,687460,89,37,117
8107,8107,0,687460,89,37,117
8108,8108,0,687460,89,37,117
8109,8109,0,687460,89,37,117
8110,8110,0,687460,89,37,117
8111,8111,0,687460,89,37,117
8112,8112,0,687460,89,37,117
8113,8113,0,687460,89,37,117
8114,8114,0,607460,89,37,117
8115,8115,0,687460,89,37,117
8116,8116,0,607860,89,37,117
8117,8117,0,607860,120,37,117
8118,8118,0,687860,89,46,117
8119,8119,0,687860,120,46,122
8120,8120,0,687858,120,46,122
8121,8121,0,607458,96,46,122
8122,8122,0,607458,96,65,122
8123,8123,0,607858,86,56,122
8124,8124,0,687860,100,56,117
8125,8125,0,687860,100,65,117
8126,8126,0,687860,103,46,122
8127,8127,0,687860,96,46,122
8128,8128,0,687460,96,46,122
8129,8129,0,687460,96,46,122
8130,8130,0,687460,96,37,122
8131,8131,0,687460,89,37,117
8132,8132,0,607860,89,37,117
8133,8133,0,607460,89,37,117
8134,8134,0,687460,89,46,117
8135,8135,0,607460,120,37,122
8136,8136,0,687460,120,37,117
8137,8137,0,687460,89,37,117
8138,8138,0,687460,120,37,117
8139,8139,0,687460,89,37,117
8140,8140,0,607860,89,37,117
8141,8141,0,607860,89,37,117
8142,8142,0,607860,89,46,117
8143,8143,0,607860,120,46,122
8144,8144,0,687860,120,46,122
8145,8145,0,687460,120,46,122
8146,8146,0,707460,120,46,122
8147,8147,0,707460,96,37,122
8148,8148,0,687460,89,39,117
8149,8149,0,687460,56,39,118
8150,8150,0,687860,56,37,118
8151,8151,0,687460,89,37,117
8152,8152,0,687860,89,46,117
8153,8153,0,687860,96,37,122
8154,8154,0,607860,89,46,117
8155,8155,0,607860,96,46,122
8156,8156,0,607460,96,46,122
8157,8157,0,607460,120,46,122
8158,8158,0,607460,120,37,122
8159,8159,0,607460,120,37,117
8160,8160,0,687460,120,37,117
8161,8161,0,687460,120,37,117
8162,8162,0,687060,120,37,117
8163,8163,0,687060,89,37,117
8164,8164,0,687460,89,27,117
8165,8165,0,687460,75,27,112
8166,8166,0,687460,75,37,112
8167,8167,0,687460,89,37,117
8168,8168,0,607460,89,37,117
8169,8169,0,607460,89,37,117
8170,8170,0,607460,89,37,117
8171,8171,0,607460,120,37,117
8172,8172,0,687460,120,37,117
8173,8173,0,607460,120,37,117
8174,8174,0,687460,120,37,117
8175,8175,0,687460,89,37,117
8176,8176,0,687460,120,37,117
8177,8177,0,687460,89,37,117
8178,8178,0,687460,89,37,117
8179,8179,0,687460,89,37,117
8180,8180,0,687460,89,37,117
8181,8181,0,687460,89,37,117
8182,8182,0,687460,89,37,117
8183,8183,0,687460,89,37,117
8184,8184,0,687460,89,37,117
8185,8185,0,687460,89,37,117
8186,8186,0,687460,89,37,117
8187,8187,0,687460,89,37,117
8188,8188,0,607860,89,37,117
8189,8189,0,607860,89,37,117
8190,8190,0,607460,89,46,117
8191,8191,0,607460,120,46,122
8192,8192,1,687460,120,37,122
8193,8193,0,687460,120,37,117
8194,8194,0,687460,120,37,117
8195,8195,0,687460,89,37,117
8196,8196,0,687460,89,37,117
8197,8197,0,687460,89,37,117
8198,8198,0,607860,89,37,117
8199,8199,0,607860,89,37,117
8200,8200,0,607860,89,46,117
8201,8201,0,607860,120,46,122
8202,8202,0,687460,120,46,122
8203,8203,0,687460,120,46,122
8204,8204,0,687460,120,37,122
8205,8205,0,687460,89,37,117
8206,8206,0,607460,89,37,117
8207,8207,0,607860,89,37,117
8208,8208,0,607460,89,37,117
8209,8209,0,607460,120,46,117
8210,8210,0,687460,120,37,122
8211,8211,0,687460,120,37,117
8212,8212,0,607460,120,37,117
8213,8213,0,607460,89,37,117
8214,8214,0,607460,89,37,117
8215,8215,0,687460,120,37,117
8216,8216,0,607860,120,37,117
8217,8217,0,607860,120,37,117
8218,8218,0,687860,89,46,117
8219,8219,0,607860,120,46,122
8220,8220,0,687860,120,46,122
8221,8221,0,687860,96,46,122
8222,8222,0,687860,120,46,122
8223,8223,0,687860,96,46,122
8224,8224,0,687460,96,46,122
8225,8225,0,687860,96,46,122
8226,8226,0,687460,96,37,122
8227,8227,0,687860,89,46,117
8228,8228,0,687860,96,37,122
8229,8229,0,687860,89,46,117
8230,8230,0,687860,96,46,122
8231,8231,0,687860,96,46,122
8232,8232,0,687460,96,46,122
8233,8233,0,687460,96,46,122
8234,8234,0,687860,96,37,122
8235,8235,0,687860,89,37,117
8236,8236,0,687860,89,46,117
8237,8237,0,687860,96,46,122
8238,8238,0,687860,96,46,122
8239,8239,0,687860,96,46,122
8240,8240,0,607860,96,46,122
8241,8241,0,607860,96,46,122
8242,8242,0,607460,96,46,122
8243,8243,0,607860,120,46,122
8244,8244,0,687860,120,37,122
8245,8245,0,687460,120,46,117
8246,8246,0,687860,120,46,122
8247,8247,0,687860,96,37,122
8248,8248,0,607858,89,46,117
8249,8249,0,607858,96,46,122
8250,8250,0,607458,96,65,122
8251,8251,0,607860,103,65,122
8252,8252,0,607460,103,56,122
8253,8253,0,607460,100,46,117
8254,8254,0,607460,120,37,122
8255,8255,0,607460,120,37,117
8256,8256,0,687860,120,37,117
8257,8257,0,687860,120,37,117
8258,8258,0,687860,120,46,117
8259,8259,0,607860,96,46,122
8260,8260,0,607860,96,46,122
8261,8261,0,607860,96,46,122
8262,8262,0,607858,120,46,122
8263,8263,0,607858,120,46,122
8264,8264,0,687858,120,65,122
8265,8265,0,687858,103,65,122
8266,8266,0,607860,103,65,122
8267,8267,0,607860,86,65,122
8268,8268,0,607460,86,46,122
8269,8269,0,607460,120,46,122
8270,8270,0,607460,120,37,122
8271,8271,0,687460,120,37,117
8272,8272,0,607460,120,37,117
8273,8273,0,607460,120,37,117
8274,8274,0,687868,89,37,117
8275,8275,0,687868,120,37,117
8276,8276,0,687868,120,27,117
8277,8277,0,687c68,120,27,122
8278,8278,0,687c60,120,27,122
8279,8279,0,708468,120,36,122
8280,8280,0,688060,120,54,127
8281,8281,0,587450,100,46,127
8282,8282,0,586448,98,56,133
8283,8283,0,586448,101,76,128
8284,8284,0,586448,105,70,117
8285,8285,0,586048,82,70,101
8286,8286,0,506040,82,70,101
8287,8287,0,505c40,82,61,101
8288,8288,0,485438,74,85,96
8289,8289,0,485438,87,83,96
8290,8290,0,405438,86,66,95
8291,8291,0,405438,93,66,85
8292,8292,0,405438,93,66,85
8293,8293,0,485840,118,66,85
8294,8294,0,486040,118,66,85
8295,8295,0,506040,118,73,85
8296,8296,0,485c40,100,85,90
8297,8297,0,506040,104,85,96
8298,8298,0,486048,87,83,96
8299,8299,0,486448,103,85,95
8300,8300,0,506850,87,61,96
8301,8301,0,506c58,120,70,96
8302,8302,0,587458,120,57,101
8303,8303,0,587458,120,66,106
8304,8304,0,607458,138,56,111
8305,8305,0,607458,120,56,117
8306,8306,0,607458,120,56,117
8307,8307,0,607458,100,56,117
8308,8308,0,687460,100,56,117
8309,8309,0,687460,100,56,117
8310,8310,0,687460,100,37,117
8311,8311,0,687860,89,37,117
8312,8312,0,607860,89,37,117
8313,8313,0,607860,89,46,117
8314,8314,0,687860,96,46,122
8315,8315,0,687860,120,46,122
8316,8316,0,687860,120,46,122
8317,8317,0,687860,96,46,122
8318,8318,0,687858,96,46,122
8319,8319,0,687858,96,46,122
8320,8320,0,687860,96,65,122
8321,8321,0,687860,86,65,122
8322,8322,0,687860,86,46,122
8323,8323,0,687860,96,46,122
8324,8324,0,687860,96,46,122
8325,8325,0,687860,96,46,122
8326,8326,0,687860,96,46,122
8327,8327,0,687860,96,46,122
8328,8328,0,687460,96,46,122
8329,8329,0,687860,96,46,122
8330,8330,0,687860,96,37,122
8331,8331,0,707860,89,46,117
8332,8332,0,687860,96,46,122
8333,8333,0,687860,96,46,122
8334,8334,0,607860,71,46,122
8335,8335,0,607860,96,46,122
8336,8336,0,607860,96,46,122
8337,8337,0,687860,120,46,122
8338,8338,0,687860,120,46,122
8339,8339,0,687860,120,46,122
8340,8340,0,687860,96,46,122
8341,8341,0,687460,96,46,122
8342,8342,0,687460,96,46,122
8343,8343,0,687460,96,37,122
8344,8344,0,687860,89,37,117
8345,8345,0,687860,89,37,117
8346,8346,0,687860,89,46,117
8347,8347,0,687860,96,46,122
8348,8348,0,687860,96,46,122
8349,8349,0,687860,96,46,122
8350,8350,0,687860,96,46,122
8351,8351,0,687860,96,46,122
8352,8352,0,687860,96,46,122
8353,8353,0,687860,96,46,122
8354,8354,0,687860,96,46,122
8355,8355,0,687860,96,46,122
8356,8356,0,687460,96,46,122
8357,8357,0,687460,96,46,122
8358,8358,0,687468,96,37,122
8359,8359,0,687468,89,37,117
8360,8360,0,687860,89,17,117
8361,8361,0,687868,120,17,117
8362,8362,0,687c60,120,46,117
8363,8363,0,687c60,96,27,122
8364,8364,0,687860,120,54,122
8365,8365,0,687860,100,54,127
8366,8366,0,607460,100,46,127
8367,8367,0,607460,96,46,122
8368,8368,0,687460,96,37,122
8369,8369,0,687460,120,37,117
8370,8370,0,687460,120,37,117
8371,8371,0,687860,89,37,117
8372,8372,0,707860,89,37,117
8373,8373,0,707860,89,46,117
8374,8374,0,687860,96,46,122
8375,8375,0,687860,71,46,122
8376,8376,0,687860,71,46,122
8377,8377,0,687860,96,46,122
8378,8378,0,607c68,96,46,122
8379,8379,0,607c68,96,46,122
8380,8380,0,687860,96,54,122
8381,8381,0,687860,140,54,127
8382,8382,0,687860,140,46,127
8383,8383,0,687860,96,46,122
8384,8384,0,687c60,96,46,122
8385,8385,0,687c60,96,46,122
8386,8386,0,687868,96,54,122
8387,8387,0,687c68,100,54,127
8388,8388,0,687c68,100,27,127
8389,8389,0,687c68,120,36,122
8390,8390,0,687c68,120,36,127
8391,8391,0,687868,120,36,127
8392,8392,0,707468,120,36,127
8393,8393,0,707468,120,27,127
8394,8394,0,687468,120,19,122
8395,8395,0,707868,53,19,118
8396,8396,0,687868,53,17,118
8397,8397,0,687868,120,27,117
8398,8398,0,687868,79,27,122
8399,8399,0,687868,120,27,122
8400,8400,0,687868,120,27,122
8401,8401,0,687868,120,27,122
8402,8402,0,687868,120,27,122
8403,8403,0,687868,120,27,122
8404,8404,0,687868,120,27,122
8405,8405,0,687868,120,27,122
8406,8406,0,707868,120,27,122
8407,8407,0,707868,120,27,122
8408,8408,0,707868,120,27,122
8409,8409,0,707868,79,27,122
8410,8410,0,707868,79,27,122
8411,8411,0,707868,79,27,122
8412,8412,0,707868,79,27,122
8413,8413,0,687868,79,27,122
8414,8414,0,687868,79,27,122
8415,8415,0,687868,79,27,122
8416,8416,0,707460,120,27,122
8417,8417,0,707860,120,27,122
8418,8418,0,707860,120,39,122
8419,8419,0,707868,56,46,118
8420,8420,0,687c60,71,46,122
8421,8421,0,687c60,71,27,122
8422,8422,0,687c68,79,54,122
8423,8423,0,687c68,100,54,127
8424,8424,0,687c68,100,36,127
8425,8425,0,687868,120,36,127
8426,8426,0,687868,120,36,127
8427,8427,0,687868,120,27,127
8428,8428,0,687868,120,27,122
8429,8429,0,687868,120,27,122
8430,8430,0,687868,120,27,122
8431,8431,0,687868,120,27,122
8432,8432,0,707868,120,27,122
8433,8433,0,707868,120,27,122
8434,8434,0,707868,120,27,122
8435,8435,0,707868,79,27,122
8436,8436,0,687868,79,27,122
8437,8437,0,687868,79,27,122
8438,8438,0,707868,79,27,122
8439,8439,0,707868,120,27,122
8440,8440,0,687c68,120,27,122
8441,8441,0,707c68,79,27,122
8442,8442,0,687c68,79,36,122
8443,8443,0,687c68,120,36,127
8444,8444,0,687c68,90,36,127
8445,8445,0,687c68,120,36,127
8446,8446,0,687868,120,36,127
8447,8447,0,687868,120,36,127
8448,8448,0,707868,120,27,127
8449,8449,0,707868,120,27,122
8450,8450,0,707868,120,27,122
8451,8451,0,707868,79,27,122
8452,8452,0,707c68,79,27,122
8453,8453,0,707c68,79,27,122
8454,8454,0,707c68,79,36,122
8455,8455,0,707c68,90,36,127
8456,8456,0,707c68,90,36,127
8457,8457,0,707c68,90,36,127
8458,8458,0,707c68,90,36,127
8459,8459,0,707c68,90,36,127
8460,8460,0,707c68,90,36,127
8461,8461,0,707c68,90,36,127
8462,8462,0,707c70,90,36,127
8463,8463,0,707c70,90,36,127
8464,8464,0,707c70,90,18,127
8465,8465,0,707c70,120,18,127
8466,8466,0,708070,120,18,127
8467,8467,0,708070,120,18,127
8468,8468,0,707c70,120,20,127
8469,8469,0,707c70,120,20,128
8470,8470,0,707870,120,18,128
8471,8471,0,707868,120,18,127
8472,8472,0,707868,120,8,127
8473,8473,0,707870,120,27,122
8474,8474,0,707868,79,27,122
8475,8475,0,707870,79,8,122
8476,8476,0,707868,120,27,122
8477,8477,0,707c70,79,8,122
8478,8478,0,707c68,120,27,122
8479,8479,0,707c68,79,18,122
8480,8480,0,707c68,120,36,127
8481,8481,0,707c68,90,36,127
8482,8482,0,787c68,90,36,127
8483,8483,0,787c68,90,36,127
8484,8484,0,787c68,90,36,127
8485,8485,0,787c68,60,36,127
8486,8486,0,707c70,60,36,127
8487,8487,0,707c70,60,36,127
8488,8488,0,787c68,60,18,127
8489,8489,0,787c70,120,18,127
8490,8490,0,787c70,120,36,127
8491,8491,0,787c70,60,18,127
8492,8492,0,707c70,60,18,127
8493,8493,0,707c70,60,18,127
8494,8494,0,787c70,60,18,127
8495,8495,0,707c70,120,18,127
8496,8496,0,787c70,120,18,127
8497,8497,0,787c70,60,18,127
8498,8498,0,707c70,120,18,127
8499,8499,0,707c70,60,18,127
8500,8500,0,707c70,60,18,127
8501,8501,0,708070,120,18,127
8502,8502,0,787c70,120,18,127
8503,8503,0,787c70,120,20,127
8504,8504,0,787c70,120,18,128
8505,8505,0,787c70,60,18,127
8506,8506,0,787c70,60,18,127
8507,8507,0,787c70,60,18,127
8508,8508,0,787c70,60,18,127
8509,8509,0,787870,60,18,127
8510,8510,0,707c70,60,18,127
8511,8511,0,707c70,60,18,127
8512,8512,0,787870,26,18,127
8513,8513,0,787870,120,18,127
8514,8514,0,787c70,120,18,127
8515,8515,0,787c70,26,18,127
8516,8516,0,708070,26,18,127
8517,8517,0,708070,60,18,127
8518,8518,0,788070,60,20,127
8519,8519,0,788070,120,20,128
8520,8520,0,787c70,120,20,128
8521,8521,0,707c70,66,20,128
8522,8522,0,707c70,66,18,128
8523,8523,0,707c70,60,18,127
8524,8524,0,707c70,120,18,127
8525,8525,0,708070,120,18,127
8526,8526,0,708070,120,18,127
8527,8527,0,708070,120,20,127
8528,8528,0,787c70,120,20,128
8529,8529,0,787c70,120,20,128
8530,8530,0,787c70,120,18,128
8531,8531,0,787c78,60,18,127
8532,8532,0,787c70,60,18,127
8533,8533,0,787c70,60,0,127
8534,8534,0,787c78,0,18,127
8535,8535,0,787c78,60,18,127
8536,8536,0,787c78,60,0,127
8537,8537,0,787c78,0,0,127
8538,8538,0,787c70,0,0,127
8539,8539,0,787c70,0,0,127
8540,8540,0,788070,0,18,127
8541,8541,0,787c70,60,18,127
8542,8542,0,787c70,60,20,127
8543,8543,0,787c70,66,18,128
8544,8544,0,787c70,60,18,127
8545,8545,0,787c70,60,18,127
8546,8546,0,787c70,60,18,127
8547,8547,0,787c70,60,18,127
8548,8548,0,787c70,60,18,127
8549,8549,0,787c70,60,18,127
8550,8550,0,707c70,60,18,127
8551,8551,0,788070,60,18,127
8552,8552,0,708078,60,18,127
8553,8553,0,708078,120,20,127
8554,8554,0,787c78,66,20,128
8555,8555,0,787c78,174,20,128
8556,8556,0,787878,174,0,128
8557,8557,0,787878,0,0,127
8558,8558,0,787870,0,10,127
8559,8559,0,787870,300,10,127
8560,8560,0,707068,300,18,127
8561,8561,0,686860,26,18,127
8562,8562,0,606458,26,19,127
8563,8563,0,606458,20,21,118
8564,8564,0,606458,40,25,109
8565,8565,0,606458,66,25,101
8566,8566,0,505050,66,25,101
8567,8567,0,404440,66,25,101
8568,8568,0,383830,66,6,101
8569,8569,0,383430,300,18,82
8570,8570,0,383430,120,36,69
8571,8571,0,484848,26,40,63
8572,8572,0,586458,354,40,63
8573,8573,0,707c70,354,3,63
8574,8574,0,707060,120,25,74
8575,8575,0,707060,120,18,101
8576,8576,0,707060,120,39,127
8577,8577,0,707060,40,39,118
8578,8578,0,707060,40,39,118
8579,8579,0,707060,40,39,118
8580,8580,0,686c60,40,39,118
8581,8581,0,686c60,40,39,118
8582,8582,0,606460,40,25,118
8583,8583,0,606060,71,25,111
8584,8584,0,585858,71,2,111
8585,8585,0,504c50,120,10,101
8586,8586,0,484c50,300,2,100
8587,8587,0,484c50,300,9,91
8588,8588,0,484c48,300,28,82
8589,8589,0,484c48,200,28,82
8590,8590,0,585448,200,19,82
8591,8591,0,505048,120,19,79
8592,8592,0,483c40,120,50,79
8593,8593,0,383030,40,28,91
8594,8594,0,383030,46,35,82
8595,8595,0,383030,354,60,73
8596,8596,0,382c30,336,60,63
8597,8597,0,382c30,336,60,63
8598,8598,0,303030,336,65,63
8599,8599,0,303030,334,65,63
8600,8600,0,283030,334,28,63
8601,8601,0,283028,300,28,54
8602,8602,0,303028,300,42,54
8603,8603,0,303028,220,16,54
8604,8604,0,303028,120,42,48
8605,8605,0,383428,20,42,54
8606,8606,0,403830,20,42,54
8607,8607,0,403c30,20,73,54
8608,8608,0,404038,26,40,63
8609,8609,0,404038,24,40,64
8610,8610,0,404038,54,4,64
8611,8611,0,404038,60,4,64
8612,8612,0,404038,60,4,64
8613,8613,0,404038,60,4,64
8614,8614,0,404038,60,4,64
8615,8615,0,404038,60,4,64
8616,8616,0,404438,60,4,64
8617,8617,0,404038,60,4,64
8618,8618,0,404038,60,22,64
8619,8619,0,404038,110,4,69
8620,8620,0,403c38,60,4,64
8621,8621,0,403c38,60,4,64
8622,8622,0,404038,60,4,64
8623,8623,0,403c38,360,4,64
8624,8624,0,403c38,360,4,64
8625,8625,0,403c30,60,4,64
8626,8626,0,403830,360,4,64
8627,8627,0,403830,360,40,64
8628,8628,0,383430,54,40,64
8629,8629,0,383430,24,40,64
8630,8630,0,383438,24,40,64
8631,8631,0,383030,354,40,63
8632,8632,0,303030,354,40,63
8633,8633,0,303030,300,60,63
8634,8634,0,383030,336,28,63
8635,8635,0,383030,300,28,54
8636,8636,0,383430,300,60,54
8637,8637,0,403838,336,60,63
8638,8638,0,404038,336,40,63
8639,8639,0,484440,354,24,63
8640,8640,0,504440,310,4,64
8641,8641,0,504440,60,31,64
8642,8642,0,484440,33,56,73
8643,8643,0,484440,16,56,82
8644,8644,0,484048,16,31,82
8645,8645,0,403c40,33,31,73
8646,8646,0,484c48,33,31,73
8647,8647,0,485050,300,4,73
8648,8648,0,585858,300,19,64
8649,8649,0,686c68,120,28,79
8650,8650,0,686858,194,2,82
8651,8651,0,686858,300,4,91
8652,8652,0,686858,120,42,111
8653,8653,0,585850,50,42,109
8654,8654,0,585050,50,42,109
8655,8655,0,504448,50,25,109
8656,8656,0,484848,53,30,91
8657,8657,0,484c50,350,40,91
8658,8658,0,504c50,342,3,82
8659,8659,0,504c50,120,28,74
8660,8660,0,504448,200,9,82
8661,8661,0,504040,300,9,82
8662,8662,0,484440,300,40,82
8663,8663,0,484040,342,56,82
8664,8664,0,504040,360,31,82
8665,8665,0,504040,33,31,73
8666,8666,0,484438,360,56,73
8667,8667,0,484440,360,56,82
8668,8668,0,484840,360,35,82
8669,8669,0,484840,36,31,73
8670,8670,0,504848,33,34,73
8671,8671,0,504848,66,34,74
8672,8672,0,504448,66,28,74
8673,8673,0,504448,6,28,82
8674,8674,0,484840,6,40,82
8675,8675,0,484840,342,40,82
8676,8676,0,484c40,342,34,82
8677,8677,0,484c40,66,34,74
8678,8678,0,504840,66,48,74
8679,8679,0,504840,84,48,79
8680,8680,0,504440,84,56,79
8681,8681,0,504040,33,56,82
8682,8682,0,504040,33,56,82
8683,8683,0,504038,16,56,82
8684,8684,0,504040,360,56,82
8685,8685,0,403838,360,59,82
8686,8686,0,383038,3,56,82
8687,8687,0,383038,360,24,82
8688,8688,0,403c40,310,60,64
8689,8689,0,484048,300,60,63
8690,8690,0,504450,300,4,63
8691,8691,0,504850,300,31,64
8692,8692,0,584850,300,40,73
8693,8693,0,584850,300,24,82
8694,8694,0,584850,300,47,82
8695,8695,0,584c50,332,47,91
8696,8696,0,585050,332,47,91
8697,8697,0,585450,332,33,91
8698,8698,0,585058,345,30,91
8699,8699,0,585458,350,25,91
8700,8700,0,605060,20,30,91
8701,8701,0,605060,300,16,91
8702,8702,0,605060,300,51,91
8703,8703,0,605060,300,51,100
8704,8704,0,605458,300,51,100
8705,8705,0,605460,300,51,100
8706,8706,0,605458,300,38,100
8707,8707,0,605860,336,38,100
8708,8708,0,605460,300,38,100
8709,8709,0,605460,336,25,100
8710,8710,0,605460,300,38,100
8711,8711,0,605460,300,38,100
8712,8712,0,685460,300,38,100
8713,8713,0,685460,300,38,100
8714,8714,0,685460,300,56,100
8715,8715,0,685460,323,56,109
8716,8716,0,705460,323,56,109
8717,8717,0,705060,323,56,109
8718,8718,0,685460,323,71,109
8719,8719,0,685460,333,82,118
8720,8720,0,605460,329,56,118
8721,8721,0,605460,323,56,109
8722,8722,0,685060,323,38,109
8723,8723,0,685060,300,38,100
8724,8724,0,685060,300,68,100
8725,8725,0,705460,319,68,109
8726,8726,0,685868,319,68,109
8727,8727,0,705c68,319,71,109
8728,8728,0,686470,333,44,118
8729,8729,0,686470,300,49,109
8730,8730,0,787080,324,36,118
8731,8731,0,787080,268,36,118
8732,8732,0,9888a0,268,32,118
8733,8733,0,c0b8d0,296,32,128
8734,8734,0,e0ece8,296,40,128
8735,8735,0,f8fcf8,279,29,164
8736,8736,0,f8fcf8,255,11,210
8737,8737,0,f8fcf8,169,0,239
8738,8738,0,f8fcf8,0,0,255
8739,8739,0,f8fcf8,0,0,255
8740,8740,0,f8fcf8,0,0,255
8741,8741,0,f8fcf8,0,0,255
8742,8742,0,f8fcf8,0,0,255
8743,8743,0,f8fcf8,0,0,255
8744,8744,0,f8fcf8,0,0,255
8745,8745,0,f8fcf8,0,0,255
8746,8746,0,f8fcf8,0,0,255
8747,8747,0,f8fcf8,0,0,255
8748,8748,0,f8fcf8,0,0,255
8749,8749,0,f8fcf8,0,0,255
8750,8750,0,f8fcf8,0,0,255
8751,8751,0,f8fcf8,0,0,255
8752,8752,0,f8fcf8,0,0,255
8753,8753,0,f8fcf8,0,0,255
8754,8754,0,f8fcf8,0,0,255
8755,8755,0,f8fcf8,0,0,255
8756,8756,0,f8fcf8,0,0,255
8757,8757,0,f8fcf8,0,0,255
8758,8758,0,f8fcf8,0,0,255
8759,8759,0,f8fcf8,0,0,255
8760,8760,0,f8fcf8,0,0,255
8761,8761,0,f8fcf8,0,0,255
8762,8762,0,f8fcf8,0,0,255
8763,8763,0,f8fcf8,0,0,255
8764,8764,0,f8fcf8,0,0,255
8765,8765,0,f8fcf8,0,0,255
8766,8766,0,f8fcf8,0,0,255
8767,8767,0,f8fcf8,0,0,255
8768,8768,0,f8fcf8,0,0,255
8769,8769,0,e0dce0,0,0,255
8770,8770,0,d0b0c8,0,0,255
8771,8771,0,d0b0c8,0,5,255
8772,8772,0,c8b4c8,300,41,228
8773,8773,0,b8a4b8,316,41,210
8774,8774,0,a89cb8,316,25,210
8775,8775,0,a894b0,300,34,201
8776,8776,0,a098b8,300,42,191
8777,8777,0,a098b8,266,46,191
8778,8778,0,9890b0,283,49,182
8779,8779,0,9894b0,256,49,191
8780,8780,0,988cb0,256,53,191
8781,8781,0,908ca8,257,46,182
8782,8782,0,9088a8,250,54,182
8783,8783,0,9084a0,258,44,182
8784,8784,0,8880a0,246,51,173
8785,8785,0,887c98,253,48,173
8786,8786,0,807898,265,56,164
8787,8787,0,807498,255,46,164
8788,8788,0,807490,261,54,155
8789,8789,0,787090,250,62,155
8790,8790,0,707488,257,50,155
8791,8791,0,707488,262,59,146
8792,8792,0,707088,266,37,146
8793,8793,0,707088,243,37,137
8794,8794,0,707088,243,46,137
8795,8795,0,707088,254,46,137
8796,8796,0,686c80,254,46,137
8797,8797,0,686c80,254,46,137
8798,8798,0,686880,254,38,137
8799,8799,0,686880,234,38,128
8800,8800,0,686880,234,44,128
8801,8801,0,686880,248,44,128
8802,8802,0,606880,248,44,128
8803,8803,0,606480,248,44,128
8804,8804,0,605c80,248,56,128
8805,8805,0,605878,228,56,128
8806,8806,0,605878,238,66,128
8807,8807,0,585478,249,74,128
8808,8808,0,585078,256,74,127
8809,8809,0,585078,256,84,127
8810,8810,0,505078,248,94,127
8811,8811,0,504c78,254,94,127
8812,8812,0,504c78,254,94,127
8813,8813,0,484c70,242,96,127
8814,8814,0,504c70,243,96,127
8815,8815,0,504870,243,97,127
8816,8816,0,504470,232,84,118
8817,8817,0,504070,244,95,118
8818,8818,0,484070,250,106,118
8819,8819,0,484070,255,117,118
8820,8820,0,484468,260,117,118
8821,8821,0,484468,250,117,118
8822,8822,0,484870,250,93,118
8823,8823,0,484870,246,93,109
8824,8824,0,484878,246,97,109
8825,8825,0,484878,239,97,118
8826,8826,0,504870,239,108,118
8827,8827,0,484068,239,108,127
8828,8828,0,404060,239,95,127
8829,8829,0,383858,250,105,118
8830,8830,0,383850,252,92,109
8831,8831,0,303450,240,92,100
8832,8832,0,383450,249,74,91
8833,8833,0,383448,252,90,82
8834,8834,0,303048,242,90,82
8835,8835,0,303048,260,70,82
8836,8836,0,302c48,270,87,73
8837,8837,0,302c48,254,87,73
8838,8838,0,303048,254,91,73
8839,8839,0,303048,256,91,73
8840,8840,0,303040,256,87,73
8841,8841,0,302c40,254,87,73
8842,8842,0,888498,254,64,73
8843,8843,0,888498,262,68,64
8844,8844,0,888498,264,36,64
8845,8845,0,888498,250,36,155
8846,8846,0,888498,250,36,155
8847,8847,0,888498,250,36,155
8848,8848,0,888498,250,36,155
8849,8849,0,888498,250,36,155
8850,8850,0,888498,250,36,155
8851,8851,0,888498,250,36,155
8852,8852,0,888498,250,36,155
8853,8853,0,888498,250,36,155
8854,8854,0,888498,250,36,155
8855,8855,0,888498,250,36,155
